No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
1,kratos defence,320,1,131,49,http://kratosdefense.com/
2,kratos defense,320,1,131,49,http://kratosdefense.com/
3,kratos defense security solutions,320,1,129,35,http://kratosdefense.com/
4,tethered drones,70,5,3,14,http://kratosdefense.com/weapon-systems/strategic/tethered-drones
5,tethered drone,70,4,2,14,http://kratosdefense.com/weapon-systems/strategic/tethered-drones
