No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
1,kratos,1900,1,877,56,http://kratosdefense.com/
2,kratos gmi eyal,320,2,29,14,http://kratosdefense.com/microwave-digital-solutions
3,קראטוס,320,3,24,16,http://kratosdefense.com/
4,hypersonic,320,14,1,41,http://kratosdefense.com/hypersonics
5,hyper sonic,320,29,0,28,http://kratosdefense.com/newsroom/kratos-names-odon-indiana-as-home-of-new-hypersonic-test-facility
