No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
1,kratos defense,110,1,59,28,http://kratosdefense.com/
2,kratos defence,110,3,10,34,http://kratosdefense.com/
3,ktos stock,170,5,3,41,http://kratosdefense.com/
4,cti industrial,110,63,0,13,http://kratosdefense.com/
5,katos,2900,71,0,19,http://kratosdefense.com/
